"","Longitude","Latitude","year","Tested","uniq_id_publication","n","Present"
"565",26.4518,-1.46372,2014,51,578,1,27
"566",26.6185,-2.56638,2017,66,797,1,3
"567",26.6185,-2.56638,2017,66,1285,1,3
"568",26.6185,-2.56638,2019,81,797,1,4
"569",26.783,-16.4235,2006,128,347,1,113
"570",26.783,-16.4235,2017,151,764,1,3
"571",26.9522,-10.9424,2014,63,578,1,41
"572",27.4775,-11.6689,2017,56,797,1,1
"573",27.4775,-11.6689,2017,56,1285,1,1
"574",27.4775,-11.6689,2019,82,797,1,5
"575",28.2037,-15.4165,2014,20,423,1,1
"576",28.7285,-9.35348,2012,302,498,1,0
"577",28.8314,-2.22502,2017,76,797,1,68
"578",28.8314,-2.22502,2017,76,1285,1,68
"579",28.8314,-2.22502,2019,76,797,1,64
"580",29.3018,0.114047,2014,22,578,1,16
"581",29.4461,-1.1855,2002,56,1157,1,52
"582",29.662,-4.88376,2017,165,975,1,3
"583",29.6931,-1.28432,2020,122,804,1,35
"584",29.7,-0.75,2012,86,591,1,84
"585",29.7,-0.75,2013,66,591,1,55
"586",29.7,-0.75,2015,117,591,1,82
"587",29.7181,-2.56041,2018,107,1452,2,19
"588",29.7181,-2.56041,2019,59,1452,1,16
"589",29.7373,-2.60273,2010,104,274,1,77
"590",29.7426,-0.819525,2003,80,90,1,80
"591",29.7426,-0.819525,2016,47,926,1,19
"592",29.7426,-0.819525,2016,48,926,1,26
"593",29.7426,-0.819525,2017,44,926,1,15
"594",29.7426,-0.819525,2018,36,976,1,7
"595",29.7426,-0.819525,2019,21,976,1,1
"596",29.8915,-4.4962,2017,64,975,1,11
"597",29.925,-0.79,1998,59,23,1,59
"598",29.925,-0.79,1998,59,70,1,55
"599",29.9856,-1.24196,2016,49,926,1,5
"600",29.9856,-1.24196,2016,50,926,1,4
"601",29.9856,-1.24196,2017,18,926,1,0
"602",29.9856,-1.24196,2019,11,976,1,1
"603",30.0685,0.264,2015,56,1274,1,31
"604",30.0867,0.172391,2015,114,1325,1,51
"605",30.0867,0.172391,2018,20,976,1,9
"606",30.0867,0.172391,2019,22,976,1,5
"607",30.0874,16.0858,1990,44,44,1,23
"608",30.0874,16.0858,1993,50,44,1,36
"609",30.0874,16.0858,1998,50,44,1,35
"610",30.0874,16.0858,1998,50,1152,1,37
"611",30.0874,16.0858,1999,32,1152,1,29
"612",30.0874,16.0858,1999,33,44,1,30
"613",30.0874,16.0858,1999,48,44,1,39
"614",30.0874,16.0858,2000,38,44,1,36
"615",30.0874,16.0858,2001,48,44,1,42
"616",30.0874,16.0858,2003,168,157,1,157
"617",30.0874,16.0858,2007,86,223,1,78
"618",30.1212,0.24,2015,82,1274,1,44
"619",30.1231,0.2639,2015,81,1274,1,28
"620",30.178,11.184,2003,160,63,1,144
"621",30.2549,0.589668,1998,48,23,1,47
"622",30.2549,0.589668,1998,48,70,1,47
"623",30.383,-5.1015,2017,70,975,1,1
"624",30.4094,9.542,2002,97,41,1,64
"625",30.5042,-1.80002,2021,82,1101,1,5
"626",30.6367,-29.8032,2001,22,779,1,18
"627",30.6367,-29.8032,2011,333,779,1,80
"628",30.6367,-29.8032,2018,452,779,1,2
"629",30.6367,-29.8032,2019,2122,1013,1,1
"630",30.91,3.03,1998,73,23,1,63
"631",30.91,3.03,1998,73,70,1,62
"632",30.91,3.03,2003,80,90,1,77
"633",30.91,3.03,2016,40,926,1,3
"634",30.91,3.03,2016,48,926,1,1
"635",30.91,3.03,2016,226,714,1,31
"636",30.91,3.03,2017,39,926,1,0
"637",30.91,3.03,2018,21,976,1,0
"638",30.91,3.03,2019,12,976,1,1
"639",30.9614,3.41397,2018,24,976,1,11
"640",31.3556,1.42975,2018,39,976,1,6
"641",31.3556,1.42975,2019,34,976,1,0
"642",31.3798,0.552923,2014,599,588,1,462
"643",31.3798,0.552923,2014,599,1436,1,114
"644",31.395,0.5575,2003,80,90,1,80
"645",31.395,0.5575,2016,46,926,1,10
"646",31.395,0.5575,2016,47,926,1,18
"647",31.395,0.5575,2017,42,926,1,9
"648",31.395,0.5575,2018,34,976,1,3
"649",31.395,0.5575,2019,23,976,1,0
"650",31.579,4.84099,2001,85,36,1,26
"651",31.6326,-1.93493,2017,85,975,1,3
"652",31.6606,-1.84916,2010,97,344,1,15
"653",31.7687,-2.6378,2017,75,975,1,8
"654",31.9027,-28.6914,2012,16,309,1,4
"655",31.9167,-26.2167,1999,64,221,1,59
"656",32,1,2010,119,1325,1,112
"657",32,1,2017,11,768,1,1
"658",32,1,2017,16,1375,1,2
"659",32,1,2019,16,1356,1,1
"660",32,1,2021,38,1018,1,0
"661",32.0449,-14.0595,2012,112,1342,1,3
"662",32.0449,-14.0595,2016,69,1342,1,0
"663",32.2881,2.7724,2013,45,793,1,13
"664",32.2881,2.7724,2014,92,793,1,30
"665",32.2881,2.7724,2014,144,493,1,46
"666",32.2881,2.7724,2015,103,793,1,15
"667",32.2881,2.7724,2016,190,793,1,4
"668",32.2881,2.7724,2017,103,793,1,0
"669",32.2881,2.7724,2018,65,793,1,0
"670",32.4325,15.5018,1998,44,1152,1,42
"671",32.4325,15.5018,1999,33,1152,1,32
"672",32.4325,15.5018,2016,57,761,1,28
"673",32.4325,15.5018,2016,213,1301,1,153
"674",32.4325,15.5018,2018,20,1310,1,4
"675",32.4873,10.1241,2010,68,761,1,45
"676",32.4873,10.1241,2010,74,761,1,51
"677",32.4969,-24.6983,2002,171,166,1,159
"678",32.4969,-24.6983,2003,173,166,1,165
"679",32.5333,1.98333,1998,61,23,1,55
"680",32.5333,1.98333,1998,61,70,1,55
"681",32.5333,1.98333,1999,41,13,1,41
"682",32.5333,1.98333,2003,346,90,1,332
"683",32.5333,1.98333,2013,599,723,1,96
"684",32.5333,1.98333,2014,599,450,2,162
"685",32.5811,0.313611,2005,46,139,1,45
"686",32.5833,-25.9667,2012,12,625,1,0
"687",32.5833,-25.9667,2017,11,768,1,0
"688",32.5833,-25.9667,2017,38,1375,1,9
"689",32.5833,0.316667,2008,150,308,1,149
"690",32.6046,15.5983,2016,20,1251,1,16
"691",32.6349,-10.1513,1999,50,1151,1,46
"692",32.6365,-25.0247,2016,88,973,1,0
"693",32.6365,-25.0247,2018,104,973,1,2
"694",32.639,15.6213,2001,78,74,1,78
"695",32.7181,-23.0222,2006,641,277,2,616
"696",32.7181,-23.0222,2007,610,277,2,557
"697",32.7181,-23.0222,2008,419,277,2,319
"698",32.7181,-23.0222,2009,224,277,2,102
"699",32.7181,-23.0222,2010,309,277,2,100
"700",32.7953,-5.01667,2003,99,97,1,96
"701",32.7953,-5.01667,2003,159,185,1,151
"702",32.7953,-5.01667,2004,123,97,1,120
"703",32.7953,-5.01667,2004,163,185,1,158
"704",32.7953,-5.01667,2006,74,185,1,72
"705",32.7953,-5.01667,2007,73,185,1,60
"706",32.8,3.53333,2016,43,926,1,4
"707",32.8,3.53333,2016,46,926,1,0
"708",32.8,3.53333,2017,45,926,1,3
"709",32.8,3.53333,2018,28,976,1,1
"710",32.8,3.53333,2019,19,976,1,1
"711",32.8011,2.42861,2016,43,926,1,3
"712",32.8011,2.42861,2016,44,926,1,2
"713",32.8011,2.42861,2017,40,926,1,2
"714",32.8011,2.42861,2018,30,976,1,0
"715",32.8011,2.42861,2019,20,976,1,0
"716",32.8031,-25.4033,1999,50,1143,1,45
"717",32.8031,-25.4033,2015,108,566,1,5
"718",32.8333,1.63333,2016,41,926,1,2
"719",32.8333,1.63333,2016,50,926,1,19
"720",32.8333,1.63333,2017,41,926,1,0
"721",32.9,-2.51667,2010,171,344,1,21
"722",32.9,-2.5,2010,84,279,1,34
"723",32.9,-2.5,2013,20,401,1,0
"724",32.9462,-2.41012,2010,90,287,1,10
"725",33,0.616667,2010,100,279,1,100
"726",33.083,14.4342,2010,76,761,1,63
"727",33.2042,0.424444,1998,12,23,1,12
"728",33.2042,0.424444,1998,12,70,1,12
"729",33.2042,0.424444,2003,80,90,1,79
"730",33.2042,0.424444,2016,42,926,1,33
"731",33.2042,0.424444,2016,48,926,1,18
"732",33.2042,0.424444,2016,114,1295,1,90
"733",33.2042,0.424444,2017,41,926,1,13
"734",33.2042,0.424444,2018,33,976,1,14
"735",33.2042,0.424444,2019,49,976,1,0
"736",33.2315,0.442926,2012,70,591,1,68
"737",33.2315,0.442926,2013,50,591,1,48
"738",33.2315,0.442926,2015,35,591,1,30
"739",33.3306,2.98472,2016,44,926,1,2
"740",33.3306,2.98472,2016,46,926,1,3
"741",33.3306,2.98472,2017,43,926,1,3
"742",33.3306,2.98472,2018,29,976,1,1
"743",33.3306,2.98472,2021,42,1018,1,0
"744",33.3306,2.98472,2021,47,1131,1,0
"745",33.3306,2.98472,2022,63,1131,1,0
"746",33.3306,2.98472,2023,124,1131,1,0
"747",33.3306,2.98472,2024,96,1131,1,1
"748",33.45,-8.9,2004,86,115,1,43
"749",33.45,-8.9,2010,147,344,1,11
"750",33.5203,14.3995,2007,171,239,1,120
"751",33.7,-13.95,2009,685,357,1,1
"752",33.7,-13.95,2012,15,1236,1,0
"753",33.7,-13.95,2017,11,768,1,0
"754",33.8718,-9.7309,2007,183,197,2,16
"755",33.9446,-9.55629,2017,26,975,1,0
"756",33.9602,1.91601,2018,43,976,1,11
"757",33.9602,1.91601,2019,21,976,1,1
"758",34.0092,0.4365,2016,300,1305,1,72
"759",34.0147,0.77578,2012,342,591,1,336
"760",34.0147,0.77578,2013,78,1244,1,52
"761",34.0147,0.77578,2013,378,591,1,341
"762",34.0147,0.77578,2015,285,591,1,195
"763",34.0149,0.776,2012,215,1238,1,201
"764",34.0344,0.41291,2018,56,798,1,2
"765",34.0836,14.1122,2007,27,239,1,24
"766",34.1321,3.51472,2018,29,976,1,4
"767",34.1321,3.51472,2019,15,976,1,0
"768",34.1532,2.83087,2022,272,1446,1,42
"769",34.1811,0.692778,1998,43,23,1,40
"770",34.1811,0.692778,1998,43,70,1,40
"771",34.1811,0.692778,1999,45,13,1,44
"772",34.1811,0.692778,2003,80,90,1,80
"773",34.1811,0.692778,2004,180,137,1,180
"774",34.1811,0.692778,2007,16,352,1,16
"775",34.1811,0.692778,2007,38,362,1,38
"776",34.1811,0.692778,2008,147,362,1,147
"777",34.1811,0.692778,2008,198,352,1,194
"778",34.1811,0.692778,2009,93,362,1,89
"779",34.1811,0.692778,2009,171,352,1,164
"780",34.1811,0.692778,2010,73,1222,1,72
"781",34.1811,0.692778,2010,108,362,1,108
"782",34.1811,0.692778,2010,137,352,1,131
"783",34.1811,0.692778,2010,223,353,1,206
"784",34.1811,0.692778,2010,454,349,1,454
"785",34.1811,0.692778,2011,111,362,1,111
"786",34.1811,0.692778,2011,171,352,1,167
"787",34.1811,0.692778,2011,331,1222,1,314
"788",34.1811,0.692778,2012,77,362,1,64
"789",34.1811,0.692778,2012,110,352,1,101
"790",34.1811,0.692778,2012,171,1371,1,122
"791",34.1811,0.692778,2012,271,1222,1,245
"792",34.1811,0.692778,2012,635,513,1,626
"793",34.1811,0.692778,2012,675,611,1,641
"794",34.1811,0.692778,2015,216,573,1,160
"795",34.1811,0.692778,2016,29,611,1,7
"796",34.1811,0.692778,2016,36,926,1,13
"797",34.1811,0.692778,2016,46,926,1,23
"798",34.1811,0.692778,2017,46,926,1,13
"799",34.1811,0.692778,2018,31,976,1,6
"800",34.1811,0.692778,2018,80,798,1,19
"801",34.1811,0.692778,2019,25,976,1,3
"802",34.1811,0.692778,2020,93,1131,1,0
"803",34.1811,0.692778,2021,140,1131,1,1
"804",34.1811,0.692778,2022,108,1131,1,0
"805",34.1811,0.692778,2023,125,1131,1,1
"806",34.1811,0.692778,2024,73,1131,1,0
"807",34.194,-0.3529,2016,45,1391,1,2
"808",34.206,-0.436792,2011,278,368,1,224
"809",34.2422,-0.0617328,2003,93,79,1,72
"810",34.2422,-0.0617328,2016,318,970,1,6
"811",34.2744,-0.09978,2007,96,178,1,78
"812",34.3186,0.043023,2007,95,392,1,72
"813",34.35,11.7667,2016,120,952,1,31
"814",34.3833,-0.183333,1996,250,278,1,204
"815",34.3833,-0.183333,2001,242,278,1,198
"816",34.3833,-0.183333,2007,61,392,1,57
"817",34.3833,-0.183333,2012,208,1016,1,38
"818",34.3833,-0.183333,2017,110,1016,1,1
"819",34.4492,1.39583,2019,14,976,1,0
"820",34.4563,-13.7756,2000,131,1156,1,3
"821",34.4563,13.7756,1998,60,1156,1,7
"822",34.5346,10.058,2016,23,1278,1,15
"823",34.5382,0.08982,2007,97,392,1,79
"824",34.55,-0.0428065,2003,33,614,2,27
"825",34.55,-0.0428065,2005,61,614,2,41
"826",34.55,-0.0428065,2005,200,168,1,190
"827",34.55,-0.0428065,2008,177,614,2,89
"828",34.55,-0.0428065,2015,75,614,2,1
"829",34.5587,0.56946,2018,36,1115,1,1
"830",34.5864,8.2412,2016,53,1278,1,22
"831",34.5864,8.2412,2021,132,1459,1,10
"832",34.6663,-0.0748716,2006,68,188,1,61
"833",34.7333,-0.5,1998,40,1192,1,32
"834",34.7519,0.282731,2003,53,614,2,34
"835",34.7519,0.282731,2005,106,614,2,81
"836",34.7519,0.282731,2005,200,168,1,178
"837",34.7519,0.282731,2008,62,614,2,57
"838",34.7519,0.282731,2015,48,614,2,4
"839",34.7562,0.164699,2006,33,188,1,28
"840",34.7626,-16.0311,2010,69,1207,1,0
"841",34.768,-0.091702,1999,47,402,1,42
"842",34.768,-0.091702,2008,155,380,1,147
"843",34.768,-0.091702,2011,745,402,1,285
"844",34.768,-0.091702,2019,203,1004,1,0
"845",34.768,-0.0917016,2004,244,247,1,237
"846",34.768,-0.0917016,2008,87,324,1,63
"847",34.768,-0.0917016,2009,69,324,1,47
"848",34.768,-0.0917016,2010,88,361,2,57
"849",34.768,-0.0917016,2010,124,324,1,54
"850",34.768,-0.0917016,2011,53,324,1,17
"851",34.772,-0.678306,2005,200,168,1,163
"852",34.7795,-0.6766,2008,18,1286,1,18
"853",34.7795,-0.6766,2011,18,1286,1,10
"854",34.7795,-0.6766,2012,47,1286,1,26
"855",34.7795,-0.6766,2013,46,1286,1,11
"856",34.7795,-0.6766,2014,150,1286,1,18
"857",34.8045,-11.2911,2017,34,975,1,0
"858",34.8267,-16.0191,2011,220,555,1,0
"859",34.8539,-6.3069,2003,57,97,1,56
"860",34.8539,-6.3069,2004,40,97,1,37
"861",34.9179,-0.187925,2015,94,946,1,7
"862",34.9663,-15.8877,2004,60,134,1,21
"863",34.9768,-0.0602319,2006,36,188,1,30
"864",35.0058,-15.7861,1992,39,1151,1,33
"865",35.0058,-15.7861,1994,22,1151,1,11
"866",35.0058,-15.7861,1995,98,238,1,15
"867",35.0058,-15.7861,2000,75,1151,1,10
"868",35.0058,-15.7861,2001,25,1151,1,0
"869",35.0058,-15.7861,2004,12,1157,1,0
"870",35.0058,-15.7861,2004,27,134,1,1
"871",35.0058,-15.7861,2004,56,136,1,0
"872",35.0058,-15.7861,2004,244,153,1,0
"873",35.0058,-15.7861,2005,210,238,2,0
"874",35.0058,-15.7861,2007,148,197,2,0
"875",35.0416,-15.7697,2008,911,301,2,2
"876",35.1333,-0.0833333,2006,28,188,1,24
"877",35.2575,0.465231,1998,39,160,1,37
"878",35.2631,9.0243,2011,49,1276,1,49
"879",35.2877,-0.367868,2008,26,1286,1,24
"880",35.2877,-0.367868,2009,13,1286,1,12
"881",35.2877,-0.367868,2010,42,1286,1,36
"882",35.2877,-0.367868,2011,17,1286,1,9
"883",35.2877,-0.367868,2013,24,1286,1,5
"884",35.2877,-0.367868,2014,31,1286,1,5
"885",35.38,14.03,1998,50,1152,1,38
"886",35.38,14.03,1999,32,1152,1,27
"887",35.3833,14.0333,2001,81,74,1,81
"888",35.3833,14.0333,2002,50,96,1,45
"889",35.388,14.0402,2000,47,141,1,38
"890",35.388,14.0402,2000,100,83,1,81
"891",35.4042,-23.717,2009,136,312,1,95
"892",35.4042,-23.717,2010,195,312,1,104
"893",35.42,13.85,1998,46,1152,1,32
"894",35.42,13.85,1999,31,1152,1,22
"895",35.5658,10.7803,2014,30,571,1,9
"896",35.69,-7.77,2002,17,72,1,11
"897",35.7435,0.4897,2014,16,1286,1,3
"898",36.4,15.45,2010,62,761,1,48
"899",36.4,15.45,2012,63,330,2,44
"900",36.8219,-1.29207,2008,103,1286,1,96
"901",36.8219,-1.29207,2009,137,1286,1,127
"902",36.8219,-1.29207,2010,28,1373,1,11
"903",36.8219,-1.29207,2010,108,1197,1,87
"904",36.8219,-1.29207,2010,131,1286,1,88
"905",36.8219,-1.29207,2011,159,1286,1,86
"906",36.8219,-1.29207,2012,102,1286,1,76
"907",36.8219,-1.29207,2013,47,1286,1,5
"908",36.8219,-1.29207,2014,237,1286,1,22
"909",36.8384,7.67848,2013,159,398,1,152
"910",36.9541,6.5157,2021,224,1459,1,224
"911",37.0669,10.7061,2014,34,571,1,28
"912",37.0669,10.7061,2021,269,1459,1,242
"913",37.3354,-11.0369,2017,70,975,1,0
"914",37.3827,-14.7507,2020,188,1428,1,0
"915",37.4336,5.8924,2008,77,1276,1,77
"916",37.4336,5.8924,2011,85,1276,1,85
"917",37.9131,15.5299,2014,180,853,1,152
"918",38.2691,-14.3934,2020,418,1428,1,0
"919",38.3083,6.40833,2004,69,98,1,69
"920",38.3438,-4.75269,2013,20,401,1,3
"921",38.3629,7.29283,2012,99,356,1,99
"922",38.476,14.1179,2010,33,1276,1,33
"923",38.4922,-11.1448,2017,26,975,1,0
"924",38.5833,-5.38333,2010,116,344,1,8
"925",38.617,7.0822,2007,71,1276,1,71
"926",38.617,7.0822,2011,98,1276,1,98
"927",38.6667,-6.4,2004,102,179,2,23
"928",38.6667,-6.4,2006,48,1364,1,25
"929",38.6667,-6.4,2008,187,316,1,59
"930",38.6667,-6.4,2010,31,316,1,8
"931",38.6667,-6.4,2011,123,316,1,19
"932",38.7912,9.0028,2021,230,1459,1,225
"933",38.7918,-5.17594,2003,32,394,1,32
"934",38.7918,-5.17594,2003,236,113,1,231
"935",38.7918,-5.17594,2004,117,394,1,113
"936",38.7918,-5.17594,2005,76,394,1,70
"937",38.7918,-5.17594,2019,221,1102,1,2
"938",38.8,-10.717,1999,71,31,1,69
"939",38.8,-10.717,2017,94,975,1,0
"940",38.9067,-6.43725,2006,47,624,1,23
"941",38.9067,-6.43725,2008,180,624,1,54
"942",38.9067,-6.43725,2008,357,260,1,118
"943",38.9067,-6.43725,2012,140,624,1,21
"944",38.9067,-6.43725,2014,110,484,1,5
"945",38.9067,-6.43725,2014,205,624,1,7
"946",38.9356,-7.7253,2010,139,344,1,9
"947",38.9359,-7.72411,2019,443,794,1,1
"948",38.9929,-6.78132,2007,232,259,1,80
"949",38.9929,-6.7813,2017,128,975,1,0
"950",39,7,2008,76,738,1,76
"951",39.2026,-6.16592,2002,189,56,1,185
"952",39.2026,-6.16592,2002,201,128,2,193
"953",39.2026,-6.16592,2002,396,73,1,383
"954",39.2026,-6.16592,2005,119,396,1,119
"955",39.2026,-6.16592,2005,177,128,2,170
"956",39.2026,-6.16592,2009,44,396,1,38
"957",39.2026,-6.16592,2010,117,303,1,76
"958",39.2026,-6.16592,2010,121,318,1,87
"959",39.2026,-6.16592,2011,41,396,1,38
"960",39.2026,-6.16592,2013,34,396,1,22
"961",39.2026,-6.16592,2013,94,396,1,42
"962",39.2617,8.5299,2016,62,1278,1,61
"963",39.2617,8.5299,2020,23,1370,1,22
"964",39.2833,-6.8,2008,50,354,1,17
"965",39.2833,-6.8,2017,28,1375,1,3
"966",39.3933,-6.10809,2005,174,965,1,172
"967",39.3933,-6.10809,2017,142,965,1,7
"968",39.43,8.67,2020,19,1370,1,16
"969",39.4807,-4.48017,2013,99,403,1,41
"970",39.5833,-4.23333,1999,75,291,1,49
"971",39.5833,-4.23333,2008,77,291,1,40
"972",39.6227,-10.7528,2010,71,344,1,5
"973",39.7797,7.8197,2013,133,1395,1,133
"974",39.85,-3.63333,1993,18,192,1,17
"975",39.85,-3.63333,1994,38,192,1,35
"976",39.85,-3.63333,1995,29,192,1,27
"977",39.85,-3.63333,1997,16,192,1,12
"978",39.85,-3.63333,1998,26,192,1,19
"979",39.85,-3.63333,1999,31,192,1,27
"980",39.85,-3.63333,2000,27,192,1,22
"981",39.85,-3.63333,2001,36,192,1,32
"982",39.85,-3.63333,2002,30,192,1,22
"983",39.85,-3.63333,2003,23,192,1,18
"984",39.85,-3.63333,2006,48,192,1,30
"985",39.85,-3.63333,2006,112,203,1,81
"986",39.9167,8.9,2020,41,1370,1,38
"987",39.917,8.89949,2014,44,571,1,25
"988",40.1229,-3.22174,2012,27,1286,1,21
"989",40.1821,-10.2787,2017,14,975,1,0
"990",42.1227,9.31256,2010,195,367,1,31
"991",42.3329,9.2252,2017,31,1278,1,31
"992",42.5903,11.8251,2023,25,1129,1,24
"993",43.2473,-11.7172,2001,30,55,1,25
"994",43.2473,-11.7172,2001,49,1147,1,33
"995",43.2473,-11.7172,2003,20,82,1,18
"996",43.2473,-11.7172,2005,207,144,1,143
"997",43.2473,-11.7172,2018,27,1292,1,1
"998",43.4584,-11.9192,2006,115,507,1,83
"999",43.4584,-11.9192,2014,87,507,1,17
"1000",45.05,2.65,2018,17,1399,1,17
"1001",45.1169,2.1413,2018,69,1399,1,54
"1002",45.1184,-12.7202,2006,45,1192,1,26
"1003",46.05,-18.7698,2002,51,86,1,1
"1004",46.05,-18.7698,2004,27,135,1,1
"1005",46.1258,-22.4036,2006,40,232,1,0
"1006",46.3167,-15.7167,2001,25,18,2,0
"1007",46.3242,-15.7096,2000,19,1147,1,0
"1008",46.9667,-16.1333,2004,26,135,1,0
"1009",47.3333,-21.8167,2004,64,135,1,0
"1010",47.5167,-18.9333,2000,40,1147,1,0
"1011",47.5167,-18.9333,2006,293,199,2,1
"1012",47.5167,-18.9333,2007,400,199,2,0
"1013",49.4167,-18.15,2001,18,18,1,0
"1014",49.65,-14.65,2002,132,86,1,5
"1015",49.65,-14.65,2006,666,242,1,2
"1016",49.8499,-17.0332,2004,51,1192,1,0
